X1,X2,U
-1.581519689,-0.567719579,0
-1.587196885,-0.533818307,0
-1.592535068,-0.499939096,0
-1.597534459,-0.466088638,0
-1.602195346,-0.432273595,0
-1.606518082,-0.398500593,0
-1.610503088,-0.364776229,0
-1.61415085,-0.331107063,0
-1.61746192,-0.297499617,0
-1.620436917,-0.26396038,0
-1.62307652,-0.230495801,0
-1.625381478,-0.197112287,0
-1.627352601,-0.163816208,0
-1.628990763,-0.130613891,0
-1.630296902,-0.097511621,0
-1.631272018,-0.064515636,0
-1.631917175,-0.031632133,0
-1.632233496,0.001132739,0
-1.632222169,0.033772878,0
-1.63188444,0.06628223,0
-1.631221618,0.09865479,0
-1.63023507,0.130884603,0
-1.628926224,0.162965766,0
-1.627296566,0.194892427,0
-1.625347642,0.226658789,0
-1.623081054,0.258259106,0
-1.620498463,0.289687691,0
-1.617601586,0.32093891,0
-1.614392197,0.352007186,0
-1.610872125,0.382887001,0
-1.607043255,0.413572895,0
-1.602907526,0.444059469,0
-1.598466931,0.474341382,0
-1.593723518,0.504413355,0
-1.588679384,0.534270172,0
-1.583336682,0.563906679,0
-1.577697616,0.593317786,0
-1.571764438,0.622498467,0
-1.565539453,0.651443762,0
-1.559025015,0.680148776,0
-1.552223528,0.708608681,0
-1.545137441,0.736818717,0
-1.537769254,0.764774191,0
-1.530121512,0.792470479,0
-1.522196807,0.819903027,0
-1.513997777,0.847067351,0
-1.505527103,0.873959037,0
-1.496787513,0.900573743,0
-1.487781775,0.926907199,0
-1.478512703,0.952955205,0
-1.468983151,0.978713639,0
-1.459196015,1.004178447,0
-1.44915423,1.029345654,0
-1.438860774,1.054211355,0
-1.42831866,1.078771726,0
-1.417530943,1.103023012,0
-1.406500713,1.126961539,0
-1.395231098,1.150583707,0
-1.383725261,1.173885994,0
-1.371986401,1.196864955,0
-1.360017751,1.219517223,0
-1.347822579,1.241839509,0
-1.335404184,1.263828603,0
-1.322765898,1.285481372,0
-1.309911084,1.306794765,0
-1.296843136,1.327765807,0
-1.283565478,1.348391607,0
-1.270081562,1.36866935,0
-1.256394869,1.388596304,0
-1.242508906,1.408169816,0
-1.228427208,1.427387315,0
-1.214153334,1.44624631,0
-1.199690871,1.464744391,0
-1.185043427,1.482879231,0
-1.170214635,1.500648583,0
-1.155208149,1.518050281,0
-1.140027646,1.535082243,0
-1.124676824,1.551742467,0
-1.109159399,1.568029033,0
-1.093479109,1.583940105,0
-1.077639708,1.599473927,0
-1.061644969,1.614628826,0
-1.04549868,1.62940321,0
-1.029204648,1.64379557,0
-1.012766693,1.657804481,0
-0.996188648,1.671428597,0
-0.979474362,1.684666656,0
-0.962627695,1.697517476,0
-0.94565252,1.70997996,0
-0.928552721,1.722053091,0
-0.91133219,1.733735933,0
-0.893994831,1.745027633,0
-0.876544554,1.755927419,0
-0.85898528,1.7664346,0
-0.841320934,1.776548568,0
-0.823555448,1.786268792,0
-0.805692761,1.795594826,0
-0.787736812,1.804526302,0
-0.769691549,1.813062933,0
-0.75156092,1.821204512,0
-0.733348875,1.828950912,0
-0.715059366,1.836302086,0
-0.696696345,1.843258065,0
-0.678263764,1.84981896,0
-0.659765575,1.855984959,0
-0.641205725,1.861756331,0
-0.622588162,1.86713342,0
-0.603916827,1.87211665,0
-0.585195661,1.87670652,0
-0.566428596,1.880903607,0
-0.54761956,1.884708564,0
-0.528772474,1.888122121,0
-0.509891253,1.891145082,0
-0.490979802,1.893778327,0
-0.472042019,1.89602281,0
-0.453081791,1.897879559,0
-0.434102995,1.899349676,0
-0.415109498,1.900434337,0
-0.396105155,1.90113479,0
-0.377093807,1.901452354,0
-0.358079284,1.901388421,0
-0.339065399,1.900944453,0
-0.320055955,1.900121983,0
-0.301054735,1.898922614,0
-0.282065509,1.897348018,0
-0.263092029,1.895399936,0
-0.244138029,1.893080177,0
-0.225207228,1.890390617,0
-0.206303321,1.887333199,0
-0.187429989,1.883909933,0
-0.16859089,1.880122893,0
-0.149789661,1.875974219,0
-0.131029919,1.871466115,0
-0.112315258,1.866600849,0
-0.093649249,1.861380751,0
-0.075035442,1.855808213,0
-0.05647736,1.849885689,0
-0.037978503,1.843615694,0
-0.019542346,1.837000801,0
-0.001172338,1.830043645,0
0.017128099,1.822746917,0
0.035355568,1.815113367,0
0.053506702,1.807145802,0
0.07157816,1.798847085,0
0.08956663,1.790220133,0
0.107468832,1.78126792,0
0.125281511,1.771993472,0
0.143001446,1.762399868,0
0.160625444,1.75249024,0
0.178150347,1.74226777,0
0.195573024,1.731735692,0
0.212890381,1.720897288,0
0.230099354,1.709755892,0
0.247196913,1.698314881,0
0.264180062,1.686577683,0
0.281045839,1.674547771,0
0.297791316,1.662228663,0
0.314413603,1.649623922,0
0.330909842,1.636737155,0
0.347277214,1.623572009,0
0.363512934,1.610132177,0
0.379614256,1.596421389,0
0.39557847,1.582443419,0
0.411402904,1.568202076,0
0.427084925,1.553701209,0
0.442621937,1.538944706,0
0.458011384,1.523936488,0
0.473250749,1.508680515,0
0.488337554,1.493180778,0
0.503269362,1.477441304,0
0.518043775,1.461466151,0
0.532658436,1.445259411,0
0.54711103,1.428825205,0
0.561399282,1.412167683,0
0.575520959,1.395291027,0
0.589473869,1.378199444,0
0.603255864,1.360897168,0
0.616864835,1.343388463,0
0.63029872,1.325677612,0
0.643555496,1.307768927,0
0.656633186,1.289666741,0
0.669529853,1.271375411,0
0.682243607,1.252899312,0
0.6947726,1.234242843,0
0.707115029,1.215410419,0
0.719269133,1.196406477,0
0.731233198,1.177235469,0
0.743005552,1.157901863,0
0.754584571,1.138410144,0
0.765968672,1.118764812,0
0.77715632,1.098970379,0
0.788146024,1.079031372,0
0.798936338,1.058952326,0
0.809525861,1.03873779,0
0.819913239,1.018392321,0
0.830097162,0.997920487,0
0.840076367,0.977326862,0
0.849849636,0.956616027,0
0.859415796,0.93579257,0
0.868773722,0.914861084,0
0.877922333,0.893826165,0
0.886860594,0.872692414,0
0.895587518,0.851464432,0
0.904102163,0.830146824,0
0.912403631,0.808744194,0
0.920491073,0.787261144,0
0.928363684,0.765702278,0
0.936020707,0.744072196,0
0.943461429,0.722375493,0
0.950685184,0.700616762,0
0.957691352,0.678800591,0
0.964479358,0.656931562,0
0.971048673,0.635014249,0
0.977398816,0.613053218,0
0.983529348,0.591053029,0
0.989439878,0.56901823,0
0.99513006,0.546953359,0
1.000599594,0.524862945,0
1.005848223,0.502751501,0
1.010875738,0.480623531,0
1.015681974,0.458483522,0
1.020266809,0.436335948,0
1.024630168,0.414185268,0
1.028772021,0.392035924,0
1.03269238,0.36989234,0
1.036391304,0.347758923,0
1.039868893,0.325640061,0
1.043125294,0.303540123,0
1.046160695,0.281463456,0
1.048975329,0.259414389,0
1.051569473,0.237397225,0
1.053943446,0.215416246,0
1.056097608,0.193475712,0
1.058032365,0.171579857,0
1.059748164,0.149732891,0
1.061245493,0.127938996,0
1.062524883,0.10620233,0
1.063586906,0.084527023,0
1.064432176,0.062917177,0
1.065061348,0.041376864,0
1.065475117,0.01991013,0
1.065674218,-0.001479013,0
1.065659428,-0.022786581,0
1.065431562,-0.044008623,0
1.064991476,-0.06514122,0
1.064340063,-0.086180485,0
1.063478259,-0.107122564,0
1.062407033,-0.127963639,0
1.061127397,-0.148699925,0
1.059640397,-0.169327673,0
1.057947121,-0.189843171,0
1.056048689,-0.21024274,0
1.053946261,-0.230522743,0
1.051641034,-0.250679577,0
1.049134238,-0.27070968,0
1.046427141,-0.290609526,0
1.043521046,-0.31037563,0
1.04041729,-0.330004549,0
1.037117244,-0.349492876,0
1.033622316,-0.36883725,0
1.029933943,-0.388034347,0
1.0260536,-0.407080889,0
1.021982791,-0.425973637,0
1.017723054,-0.444709398,0
1.01327596,-0.463285022,0
1.00864311,-0.481697401,0
1.003826136,-0.499943474,0
0.998826701,-0.518020222,0
0.993646499,-0.535924676,0
0.988287252,-0.553653907,0
0.982750713,-0.571205036,0
0.977038663,-0.58857523,0
0.971152911,-0.605761703,0
0.965095294,-0.622761714,0
0.958867677,-0.639572573,0
0.952471951,-0.656191636,0
0.945910034,-0.672616309,0
0.939183871,-0.688844044,0
0.932295431,-0.704872346,0
0.925246708,-0.720698765,0
0.91803972,-0.736320904,0
0.910676511,-0.751736415,0
0.903159147,-0.766942999,0
0.895489717,-0.78193841,0
0.887670333,-0.796720451,0
0.879703128,-0.811286976,0
0.871590258,-0.82563589,0
0.863333899,-0.839765152,0
0.854936248,-0.853672769,0
0.84639952,-0.867356803,0
0.837725952,-0.880815366,0
0.828917798,-0.894046624,0
0.819977332,-0.907048793,0
0.810906844,-0.919820145,0
0.801708643,-0.932359001,0
0.792385053,-0.944663738,0
0.782938415,-0.956732784,0
0.773371088,-0.968564621,0
0.763685441,-0.980157785,0
0.753883864,-0.991510862,0
0.743968755,-1.002622496,0
0.73394253,-1.013491381,0
0.723807616,-1.024116266,0
0.713566454,-1.034495954,0
0.703221494,-1.044629299,0
0.692775201,-1.054515212,0
0.682230049,-1.064152655,0
0.671588522,-1.073540645,0
0.660853116,-1.082678253,0
0.650026333,-1.091564602,0
0.639110687,-1.100198871,0
0.628108699,-1.108580289,0
0.617022896,-1.116708142,0
0.605855814,-1.124581767,0
0.594609997,-1.132200556,0
0.583287991,-1.139563954,0
0.571892352,-1.146671458,0
0.560425637,-1.153522619,0
0.548890411,-1.160117041,0
0.53728924,-1.166454381,0
0.525624697,-1.172534349,0
0.513899353,-1.178356705,0
0.502115786,-1.183921265,0
0.490276573,-1.189227896,0
0.478384294,-1.194276516,0
0.466441529,-1.199067096,0
0.454450858,-1.203599658,0
0.442414862,-1.207874277,0
0.430336119,-1.211891077,0
0.418217208,-1.215650235,0
0.406060706,-1.219151978,0
0.393869186,-1.222396584,0
0.38164522,-1.225384382,0
0.369391376,-1.228115748,0
0.357110219,-1.230591113,0
0.344804308,-1.232810953,0
0.332476198,-1.234775795,0
0.32012844,-1.236486216,0
0.307763578,-1.23794284,0
0.29538415,-1.23914634,0
0.282992686,-1.240097438,0
0.270591712,-1.240796902,0
0.258183743,-1.241245548,0
0.245771287,-1.241444241,0
0.233356845,-1.24139389,0
0.220942906,-1.241095451,0
0.208531952,-1.240549928,0
0.196126452,-1.239758367,0
0.183728869,-1.238721862,0
0.17134165,-1.237441552,0
0.158967235,-1.235918619,0
0.146608048,-1.234154289,0
0.134266505,-1.232149833,0
0.121945007,-1.229906564,0
0.109645941,-1.227425838,0
0.097371683,-1.224709053,0
0.085124593,-1.221757651,0
0.072907016,-1.218573112,0
0.060721285,-1.21515696,0
0.048569715,-1.211510758,0
0.036454608,-1.207636109,0
0.024378247,-1.203534657,0
0.0123429,-1.199208083,0
0.000350819,-1.194658109,0
-0.011595762,-1.189886493,0
-0.023494627,-1.184895031,0
-0.035343577,-1.179685559,0
-0.047140433,-1.174259945,0
-0.058883032,-1.168620097,0
-0.070569233,-1.162767956,0
-0.082196913,-1.156705499,0
-0.093763968,-1.150434739,0
-0.105268315,-1.143957721,0
-0.116707892,-1.137276523,0
-0.128080657,-1.130393259,0
-0.13938459,-1.123310073,0
-0.150617691,-1.116029141,0
-0.161777982,-1.108552671,0
-0.172863509,-1.1008829,0
-0.183872338,-1.093022099,0
-0.194802559,-1.084972563,0
-0.205652284,-1.076736622,0
-0.216419651,-1.06831663,0
-0.227102817,-1.05971497,0
-0.237699967,-1.050934054,0
-0.248209307,-1.041976319,0
-0.25862907,-1.032844227,0
-0.268957513,-1.023540269,0
-0.279192915,-1.014066957,0
-0.289333585,-1.004426831,0
-0.299377853,-0.994622452,0
-0.309324078,-0.984656405,0
-0.319170642,-0.974531298,0
-0.328915955,-0.96424976,0
-0.338558452,-0.953814442,0
-0.348096597,-0.943228015,0
-0.357528877,-0.932493171,0
-0.366853809,-0.921612621,0
-0.376069935,-0.910589094,0
-0.385175826,-0.899425339,0
-0.394170079,-0.888124121,0
-0.403051321,-0.876688223,0
-0.411818203,-0.865120444,0
-0.420469407,-0.853423598,0
-0.429003643,-0.841600516,0
-0.437419648,-0.829654041,0
-0.445716189,-0.817587032,0
-0.453892059,-0.80540236,0
-0.461946083,-0.793102909,0
-0.469877112,-0.780691576,0
-0.477684027,-0.768171267,0
-0.48536574,-0.755544902,0
-0.492921189,-0.742815407,0
-0.500349343,-0.729985722,0
-0.5076492,-0.717058792,0
-0.514819788,-0.704037573,0
-0.521860164,-0.690925027,0
-0.528769414,-0.677724123,0
-0.535546656,-0.664437839,0
-0.542191034,-0.651069154,0
-0.548701726,-0.637621057,0
-0.555077936,-0.624096538,0
-0.561318902,-0.610498593,0
-0.567423887,-0.596830221,0
-0.57339219,-0.583094422,0
-0.579223134,-0.569294201,0
-0.584916076,-0.555432561,0
-0.590470401,-0.54151251,0
-0.595885527,-0.527537051,0
-0.601160897,-0.513509193,0
-0.606295989,-0.499431938,0
-0.611290308,-0.485308291,0
-0.616143391,-0.471141251,0
-0.620854804,-0.456933818,0
-0.625424142,-0.442688987,0
-0.629851032,-0.428409748,0
-0.634135129,-0.414099089,0
-0.63827612,-0.39975999,0
-0.64227372,-0.385395427,0
-0.646127674,-0.371008371,0
-0.649837758,-0.356601784,0
-0.653403776,-0.342178622,0
-0.656825562,-0.327741832,0
-0.660102981,-0.313294353,0
-0.663235924,-0.298839116,0
-0.666224315,-0.284379041,0
-0.669068106,-0.269917039,0
-0.671767276,-0.255456009,0
-0.674321836,-0.240998839,0
-0.676731824,-0.226548407,0
-0.678997309,-0.212107577,0
-0.681118384,-0.1976792,0
-0.683095176,-0.183266116,0
-0.684927837,-0.168871148,0
-0.686616549,-0.154497107,0
-0.68816152,-0.140146787,0
-0.689562988,-0.12582297,0
-0.690821218,-0.111528418,0
-0.691936502,-0.09726588,0
-0.692909161,-0.083038086,0
-0.693739541,-0.068847751,0
-0.694428019,-0.054697569,0
-0.694974995,-0.040590218,0
-0.695380897,-0.026528358,0
-0.69564618,-0.012514626,0
-0.695771327,0.001448356,0
-0.695756843,0.015357989,0
-0.695603263,0.029211694,0
-0.695311146,0.043006912,0
-0.694881077,0.056741108,0
-0.694313666,0.070411765,0
-0.693609548,0.084016391,0
-0.692769385,0.097552516,0
-0.691793859,0.111017694,0
-0.690683682,0.124409501,0
-0.689439587,0.137725536,0
-0.688062332,0.150963426,0
-0.686552698,0.164120819,0
-0.68491149,0.177195389,0
-0.683139536,0.190184838,0
-0.681237687,0.203086889,0
-0.679206818,0.215899295,0
-0.677047825,0.228619834,0
-0.674761627,0.241246312,0
-0.672349164,0.253776559,0
-0.669811398,0.266208436,0
-0.667149314,0.27853983,0
-0.664363916,0.290768657,0
-0.661456229,0.302892861,0
-0.658427301,0.314910414,0
-0.655278196,0.326819318,0
-0.652010003,0.338617605,0
-0.648623827,0.350303335,0
-0.645120794,0.361874598,0
-0.641502048,0.373329515,0
-0.637768753,0.384666238,0
-0.63392209,0.395882948,0
-0.629963261,0.406977858,0
-0.625893482,0.417949212,0
-0.62171399,0.428795285,0
-0.617426037,0.439514383,0
-0.613030894,0.450104847,0
-0.608529845,0.460565045,0
-0.603924195,0.470893382,0
-0.599215261,0.481088292,0
-0.594404378,0.491148244,0
-0.589492895,0.501071739,0
-0.584482178,0.51085731,0
-0.579373605,0.520503524,0
-0.57416857,0.530008982,0
-0.56886848,0.539372318,0
-0.563474757,0.548592198,0
-0.557988835,0.557667324,0
-0.552412161,0.566596432,0
-0.546746197,0.575378289,0
-0.540992414,0.5840117,0
-0.535152297,0.592495501,0
-0.529227342,0.600828565,0
-0.523219057,0.609009798,0
-0.517128959,0.61703814,0
-0.510958577,0.624912567,0
-0.504709452,0.632632088,0
-0.498383131,0.640195749,0
-0.491981173,0.647602628,0
-0.485505147,0.654851841,0
-0.478956628,0.661942537,0
-0.472337203,0.668873899,0
-0.465648464,0.675645148,0
-0.458892013,0.682255536,0
-0.452069457,0.688704354,0
-0.445182414,0.694990926,0
-0.438232504,0.701114611,0
-0.431221358,0.707074802,0
-0.42415061,0.71287093,0
-0.417021901,0.718502459,0
-0.409836876,0.723968887,0
-0.402597188,0.729269749,0
-0.39530449,0.734404614,0
-0.387960444,0.739373085,0
-0.380566713,0.744174802,0
-0.373124965,0.748809437,0
-0.365636871,0.753276698,0
-0.358104104,0.757576329,0
-0.35052834,0.761708106,0
-0.342911259,0.76567184,0
-0.335254541,0.769467378,0
-0.327559867,0.773094599,0
-0.319828921,0.776553418,0
-0.312063387,0.779843783,0
-0.304264949,0.782965675,0
-0.296435292,0.785919112,0
-0.288576101,0.788704141,0
-0.28068906,0.791320847,0
-0.272775851,0.793769344,0
-0.264838158,0.796049784,0
-0.25687766,0.798162348,0
-0.248896037,0.800107252,0
-0.240894964,0.801884744,0
-0.232876117,0.803495104,0
-0.224841166,0.804938646,0
-0.216791779,0.806215715,0
-0.208729622,0.807326687,0
-0.200656355,0.808271973,0
-0.192573636,0.809052012,0
-0.184483115,0.809667277,0
-0.176386443,0.81011827,0
-0.16828526,0.810405526,0
-0.160181205,0.810529609,0
-0.152075909,0.810491115,0
-0.143970997,0.810290668,0
-0.135868091,0.809928926,0
-0.127768802,0.809406572,0
-0.119674736,0.808724321,0
-0.111587493,0.807882919,0
-0.103508663,0.806883137,0
-0.095439832,0.805725778,0
-0.087382574,0.804411671,0
-0.079338458,0.802941676,0
-0.071309041,0.801316678,0
-0.063295874,0.799537593,0
-0.055300498,0.79760536,0
-0.047324444,0.795520948,0
-0.039369235,0.793285353,0
-0.031436381,0.790899597,0
-0.023527385,0.788364726,0
-0.015643738,0.785681815,0
-0.00778692,0.782851962,0
4.16E-05,0.779876293,0
0.007840362,0.776755956,0
0.015607922,0.773492124,0
0.023342843,0.770085998,0
0.031043703,0.766538797,0
0.038709091,0.762851767,0
0.046337609,0.759026179,0
0.053927871,0.755063322,0
0.061478504,0.750964511,0
0.068988149,0.746731083,0
0.07645546,0.742364396,0
0.083879104,0.737865829,0
0.091257762,0.733236783,0
0.09859013,0.728478681,0
0.105874917,0.723592964,0
0.113110846,0.718581093,0
0.120296657,0.713444552,0
0.127431103,0.708184841,0
0.134512951,0.702803479,0
0.141540986,0.697302006,0
0.148514006,0.691681979,0
0.155430826,0.685944971,0
0.162290276,0.680092574,0
0.169091201,0.674126398,0
0.175832465,0.668048069,0
0.182512946,0.661859227,0
0.189131538,0.655561531,0
0.195687154,0.649156655,0
0.20217872,0.642646285,0
0.208605183,0.636032125,0
0.214965504,0.629315893,0
0.221258663,0.622499319,0
0.227483656,0.615584149,0
0.233639498,0.608572139,0
0.239725219,0.601465061,0
0.24573987,0.594264696,0
0.251682517,0.58697284,0
0.257552245,0.579591298,0
0.263348158,0.572121888,0
0.269069377,0.564566437,0
0.274715041,0.556926784,0
0.280284309,0.549204776,0
0.285776357,0.541402271,0
0.29119038,0.533521135,0
0.296525591,0.525563242,0
0.301781224,0.517530478,0
0.306956528,0.509424731,0
0.312050776,0.501247902,0
0.317063255,0.493001895,0
0.321993274,0.484688622,0
0.32684016,0.476310002,0
0.33160326,0.467867959,0
0.336281939,0.459364422,0
0.340875584,0.450801325,0
0.345383597,0.442180608,0
0.349805403,0.433504214,0
0.354140445,0.424774089,0
0.358388186,0.415992184,0
0.362548108,0.407160451,0
0.366619712,0.398280847,0
0.370602521,0.38935533,0
0.374496074,0.380385858,0
0.378299933,0.371374393,0
0.382013677,0.362322897,0
0.385636906,0.353233332,0
0.389169239,0.34410766,0
0.392610316,0.334947845,0
0.395959794,0.325755847,0
0.399217352,0.316533628,0
0.402382689,0.307283146,0
0.40545552,0.29800636,0
0.408435584,0.288705224,0
0.411322636,0.279381692,0
0.414116453,0.270037712,0
0.41681683,0.260675232,0
0.419423582,0.251296195,0
0.421936544,0.241902538,0
0.42435557,0.232496197,0
0.426680532,0.223079101,0
0.428911323,0.213653174,0
0.431047854,0.204220335,0
0.433090058,0.194782496,0
0.435037883,0.185341565,0
0.436891298,0.175899441,0
0.438650293,0.166458018,0
0.440314873,0.15701918,0
0.441885065,0.147584806,0
0.443360913,0.138156765,0
0.44474248,0.12873692,0
0.44602985,0.119327122,0
0.447223121,0.109929217,0
0.448322413,0.100545038,0
0.449327863,0.091176409,0
0.450239628,0.081825146,0
0.451057879,0.072493053,0
0.45178281,0.063181923,0
0.452414629,0.05389354,0
0.452953564,0.044629673,0
0.453399861,0.035392083,0
0.453753782,0.026182517,0
0.454015607,0.017002712,0
0.454185634,0.007854389,0
0.454264178,-0.001260742,0
0.45425157,-0.010340982,0
0.454148161,-0.01938465,0
0.453954314,-0.028390074,0
0.453670413,-0.0373556,0
0.453296857,-0.046279586,0
0.452834062,-0.055160405,0
0.452282458,-0.063996445,0
0.451642493,-0.072786108,0
0.450914632,-0.081527813,0
0.450099354,-0.090219995,0
0.449197154,-0.098861102,0
0.448208543,-0.107449601,0
0.447134047,-0.115983973,0
0.445974207,-0.124462718,0
0.44472958,-0.132884351,0
0.443400736,-0.141247406,0
0.441988262,-0.149550431,0
0.440492758,-0.157791994,0
0.438914838,-0.165970681,0
0.437255131,-0.174085095,0
0.43551428,-0.182133858,0
0.433692942,-0.190115608,0
0.431791786,-0.198029004,0
0.429811496,-0.205872724,0
0.427752768,-0.213645463,0
0.425616314,-0.221345936,0
0.423402854,-0.228972879,0
0.421113126,-0.236525045,0
0.418747875,-0.244001207,0
0.416307863,-0.25140016,0
0.413793862,-0.258720716,0
0.411206654,-0.265961711,0
0.408547037,-0.273121997,0
0.405815817,-0.28020045,0
0.403013813,-0.287195964,0
